customer_id,age,gender,visit_count,avg_purchase_amount,prior_purchase,treatment,clicked,purchased
4420,43,Female,7,110.71,1,1,1,0
4421,21,Male,2,113.44,0,1,0,0
4422,43,Female,6,90.6,1,0,0,0
4423,57,Female,6,144.33,1,1,1,0
4424,26,Female,3,112.36,0,1,0,0
4425,22,Male,8,87.76,1,0,0,0
4426,49,Male,2,89.04,0,1,0,0
4427,37,Female,8,94.81,1,1,0,0
4428,67,Female,2,123.42,0,1,0,1
4429,28,Male,2,164.3,0,0,0,0
4430,32,Female,5,78.66,1,1,0,1
4431,49,Female,7,73.14,1,1,0,0
4432,45,Female,4,155.29,0,0,0,0
4433,39,Male,7,111.78,0,0,0,0
4434,58,Female,7,123.09,1,0,0,0
4435,34,Female,4,97.78,0,0,0,0
4436,43,Male,8,85.39,1,0,0,0
4437,61,Female,7,93.35,1,1,0,1
4438,24,Male,7,81.97,0,0,1,0
4439,59,Male,8,100.74,1,0,0,0
4440,43,Male,8,126.78,0,1,0,1
4441,42,Female,5,49.83,0,0,0,0
4442,27,Female,6,126.11,0,1,1,0
4443,62,Female,5,86.0,0,0,1,0
4444,36,Female,2,122.46,1,1,0,0
4445,28,Female,3,86.23,0,0,0,0
4446,30,Female,4,126.69,0,0,0,0
4447,25,Female,1,108.05,0,0,0,0
4448,57,Female,8,75.59,0,1,0,0
4449,21,Male,5,147.01,1,1,0,0
4450,64,Female,3,101.78,1,0,0,0
4451,48,Female,1,132.01,0,1,0,0
4452,45,Male,2,137.97,0,1,0,0
4453,28,Female,5,153.42,0,1,0,0
4454,60,Male,2,70.85,0,0,0,0
4455,18,Female,5,74.81,1,1,0,0
4456,66,Female,5,34.32,0,1,1,1
4457,64,Male,7,92.56,0,0,0,0
4458,69,Male,3,92.1,1,0,0,0
4459,55,Female,2,71.34,0,0,0,0
4460,41,Male,6,87.42,0,1,0,0
4461,64,Female,3,151.98,0,0,0,0
4462,48,Female,7,87.31,0,0,0,0
4463,58,Female,6,132.51,0,0,0,0
4464,63,Female,4,95.14,1,1,1,1
4465,67,Female,4,42.31,1,0,0,0
4466,43,Female,2,135.84,1,0,0,0
4467,66,Male,6,104.95,0,1,0,0
4468,67,Male,7,44.74,1,0,0,0
4469,22,Male,6,94.92,1,0,0,0
4470,37,Female,6,85.91,1,0,0,0
4471,69,Male,10,146.5,1,1,1,0
4472,58,Female,4,109.25,0,0,0,0
4473,28,Male,4,112.15,1,0,0,0
4474,50,Female,5,60.51,1,0,0,0
4475,67,Female,6,54.0,0,1,0,0
4476,55,Female,4,70.99,1,0,1,0
4477,44,Female,6,76.68,0,1,0,0
4478,51,Female,7,107.59,0,1,0,1
4479,32,Male,4,83.47,0,1,0,0
4480,49,Female,4,73.82,0,1,0,0
4481,38,Male,5,60.12,0,0,0,0
4482,63,Female,3,63.31,1,0,0,0
4483,22,Female,0,103.26,0,0,0,0
4484,23,Female,5,127.23,1,0,0,0
4485,55,Male,5,80.41,1,0,1,0
4486,39,Female,1,138.12,1,0,0,0
4487,35,Male,2,51.38,0,0,0,0
4488,31,Female,7,55.25,1,0,0,0
4489,27,Male,4,94.07,0,1,0,0
4490,63,Male,6,31.55,0,0,0,0
4491,30,Male,9,94.46,0,1,0,0
4492,48,Female,4,91.62,0,1,0,0
4493,47,Female,3,155.53,0,1,0,0
4494,20,Male,5,85.62,0,0,0,0
4495,47,Female,6,80.34,1,1,0,0
4496,23,Female,3,78.37,0,0,0,0
4497,46,Female,8,128.02,1,1,0,0
4498,25,Male,9,35.57,0,1,0,0
4499,61,Male,6,117.11,1,1,0,1
4500,62,Female,4,139.38,0,1,0,0
4501,60,Male,7,80.18,0,0,0,0
4502,61,Female,4,52.76,0,0,0,0
4503,50,Female,4,75.28,1,0,0,1
4504,34,Male,5,188.94,0,1,0,0
4505,65,Male,2,87.9,0,1,0,0
4506,28,Female,3,79.84,1,0,0,0
4507,30,Female,7,107.45,1,0,0,0
4508,67,Female,5,128.41,1,1,0,1
4509,28,Male,5,91.77,0,0,0,0
4510,48,Male,2,130.87,0,0,0,0
4511,45,Female,6,84.43,1,1,0,0
4512,61,Female,7,103.33,1,0,0,0
4513,23,Male,5,130.35,0,1,0,0
4514,58,Female,7,95.77,1,0,0,1
4515,33,Male,6,84.23,1,0,1,0
4516,21,Male,3,84.67,0,0,0,1
4517,52,Female,4,97.76,0,1,0,0
4518,65,Female,7,139.09,0,1,0,0
4519,43,Male,2,106.14,1,1,0,0
4520,29,Female,8,90.38,1,1,1,0
4521,28,Male,5,144.16,0,1,1,1
4522,54,Male,1,94.93,0,0,0,0
4523,42,Male,4,120.29,1,0,0,0
4524,35,Female,2,92.64,1,0,0,0
4525,36,Female,5,95.58,0,0,0,0
4526,40,Female,6,148.27,1,1,0,1
4527,55,Male,7,98.84,0,0,0,0
4528,35,Male,3,113.93,0,0,0,0
4529,43,Male,5,86.64,1,1,0,1
4530,23,Male,3,121.91,1,0,0,1
4531,21,Female,8,111.91,0,0,0,0
4532,61,Female,6,135.07,1,0,0,0
4533,68,Female,5,55.84,1,0,0,0
4534,46,Male,6,135.53,1,1,0,0
4535,51,Male,8,38.6,1,0,0,0
4536,34,Female,8,99.39,0,0,0,0
4537,60,Male,4,14.15,1,0,0,0
4538,60,Female,1,77.55,1,0,0,0
4539,33,Male,8,60.21,0,1,0,0
4540,19,Male,6,93.36,0,0,0,0
4541,51,Male,2,129.55,0,0,0,0
4542,25,Male,7,145.53,0,0,0,0
4543,30,Male,2,90.53,0,0,0,1
4544,59,Female,8,52.94,1,0,0,0
4545,25,Female,6,56.95,0,1,0,1
4546,47,Female,5,53.03,0,1,0,0
4547,49,Male,6,69.14,0,1,0,1
4548,53,Female,5,61.69,0,1,0,0
4549,64,Female,6,117.31,0,1,1,1
4550,47,Male,2,92.64,1,1,0,0
4551,18,Male,2,155.85,1,1,1,0
4552,60,Female,10,53.05,1,1,1,0
4553,56,Female,5,94.08,0,0,0,0
4554,34,Female,6,80.0,0,0,0,0
4555,37,Female,4,120.91,0,0,0,0
4556,41,Female,4,119.58,1,0,0,0
4557,67,Male,10,102.26,0,0,0,0
4558,39,Female,4,138.14,0,0,1,0
4559,46,Female,5,49.68,1,1,0,0
4560,39,Female,6,114.98,0,1,0,0
4561,61,Female,3,59.45,0,1,0,0
4562,26,Female,3,54.37,0,1,0,0
4563,54,Female,2,135.59,1,0,0,0
4564,27,Male,6,104.06,0,1,0,0
4565,53,Male,10,102.6,0,0,0,0
4566,54,Male,7,131.78,1,1,1,1
4567,45,Female,6,130.38,0,0,0,0
4568,45,Female,5,116.8,0,0,0,0
4569,59,Male,6,114.29,1,1,0,0
4570,60,Female,9,137.95,0,1,0,0
4571,38,Female,5,101.7,0,1,1,0
4572,41,Female,7,86.93,0,1,0,0
4573,59,Male,8,97.21,0,1,0,0
4574,57,Male,1,86.62,1,1,1,0
4575,19,Male,3,96.73,1,1,0,0
4576,25,Female,5,78.66,0,1,0,0
4577,65,Male,6,118.84,0,0,0,0
4578,44,Male,5,90.96,0,1,0,0
4579,39,Male,6,88.34,0,1,1,0
4580,54,Female,3,121.56,1,1,0,0
4581,44,Male,3,55.32,1,0,0,0
4582,46,Male,5,120.43,0,1,1,0
4583,20,Female,1,84.31,0,0,0,0
4584,61,Male,6,93.13,1,1,0,0
4585,30,Female,7,68.54,0,0,0,0
4586,62,Female,7,71.9,0,1,1,0
4587,27,Male,5,51.09,0,0,0,0
4588,53,Male,6,105.64,0,0,0,0
4589,26,Male,7,57.94,0,0,0,0
4590,44,Female,6,72.78,0,1,0,0
4591,51,Male,8,87.76,1,1,0,0
4592,68,Male,3,75.96,1,0,0,0
4593,18,Male,7,114.75,0,0,1,1
4594,49,Female,4,109.73,0,0,0,0
4595,42,Female,4,72.14,0,1,1,1
4596,46,Female,8,83.87,0,0,0,0
4597,24,Male,9,77.32,0,1,0,0
4598,66,Male,8,123.69,0,0,0,0
4599,20,Female,2,156.92,1,0,0,0
4600,37,Male,10,75.31,1,0,0,1
4601,37,Male,4,77.39,0,1,0,0
4602,47,Female,5,75.48,1,1,0,0
4603,52,Female,4,101.5,1,0,0,0
4604,52,Female,5,166.07,1,1,0,0
4605,66,Male,1,69.46,0,1,0,0
4606,56,Male,3,126.67,1,0,0,0
4607,44,Male,4,75.0,0,0,0,0
4608,43,Female,5,112.01,1,1,0,0
4609,31,Female,2,46.93,1,1,1,0
4610,34,Male,8,117.45,0,1,0,0
4611,35,Female,3,82.11,0,0,0,0
4612,62,Female,3,78.51,0,1,0,0
4613,69,Male,5,119.13,0,0,0,0
4614,46,Female,4,63.63,0,1,0,0
4615,37,Male,2,63.76,1,0,1,0
4616,44,Female,8,107.45,0,1,0,0
4617,35,Male,5,52.25,0,0,0,0
4618,21,Female,13,122.89,1,0,0,0
4619,18,Male,3,61.02,1,0,1,0
4620,67,Female,9,91.11,0,1,0,0
4621,18,Female,5,125.08,0,1,0,0
4622,43,Female,3,88.23,0,0,0,0
4623,62,Female,4,133.18,0,1,0,0
4624,37,Female,7,84.33,0,0,0,0
4625,69,Male,7,89.7,1,1,0,0
4626,40,Male,2,84.12,1,1,0,0
4627,27,Male,2,75.57,1,1,0,0
4628,28,Female,4,106.53,0,1,1,1
4629,58,Male,4,145.41,0,0,0,0
4630,58,Female,9,84.92,1,0,0,0
4631,22,Female,4,94.72,0,1,0,0
4632,18,Male,9,104.81,0,1,0,0
4633,34,Male,6,145.0,1,1,0,0
4634,39,Female,7,142.09,1,0,0,0
4635,51,Female,8,95.08,1,0,0,0
4636,62,Male,2,136.33,0,1,0,0
4637,58,Male,4,106.34,0,0,0,0
4638,46,Female,2,98.12,0,0,0,0
4639,21,Female,4,103.86,1,1,0,0
4640,22,Male,7,87.41,1,1,0,0
4641,28,Female,7,81.2,0,1,1,0
4642,68,Female,2,109.67,0,0,0,0
4643,38,Male,2,77.51,1,0,0,1
4644,52,Male,2,84.92,0,0,0,0
4645,29,Female,6,110.93,1,1,0,1
4646,43,Female,2,96.17,1,1,0,0
4647,68,Male,9,168.33,1,1,0,0
4648,36,Female,3,65.1,0,0,0,0
4649,62,Male,5,74.73,0,1,0,0
4650,24,Female,3,131.18,0,1,0,0
4651,64,Male,1,164.77,1,1,0,0
4652,24,Female,8,120.44,0,0,0,0
4653,43,Female,2,76.62,0,0,0,0
4654,57,Female,6,86.29,1,1,0,0
4655,22,Male,10,59.23,1,0,0,0
4656,38,Male,9,118.85,1,0,0,0
4657,31,Male,6,97.79,1,1,0,0
4658,21,Female,3,10.89,1,0,0,0
4659,40,Female,2,98.98,0,1,0,0
4660,59,Male,4,94.95,0,0,0,0
4661,37,Male,4,61.52,1,0,1,1
4662,32,Female,6,85.17,0,0,0,0
4663,67,Female,1,92.46,0,0,0,0
4664,69,Female,3,107.57,1,1,1,1
4665,62,Female,3,80.8,0,1,0,0
4666,46,Male,4,117.06,0,1,0,0
4667,25,Male,3,172.33,1,1,0,0
4668,58,Female,6,129.26,0,1,0,1
4669,65,Female,3,85.36,0,0,0,0
4670,36,Female,5,108.11,1,1,0,0
4671,65,Male,6,148.49,0,1,0,0
4672,56,Male,1,134.66,0,1,0,0
4673,63,Female,7,94.75,0,1,0,1
4674,45,Female,4,115.3,0,1,1,0
4675,63,Female,3,137.64,1,0,0,0
4676,44,Female,4,116.16,0,1,0,0
4677,21,Female,1,84.09,1,0,0,0
4678,32,Female,4,126.32,0,1,0,0
4679,52,Male,1,133.15,0,0,0,0
4680,54,Male,2,81.02,0,1,1,0
4681,18,Male,3,75.1,0,0,0,0
4682,20,Female,4,105.06,1,0,1,0
4683,64,Female,8,128.65,1,1,0,0
4684,41,Female,5,61.34,0,0,0,0
4685,44,Male,5,146.59,0,1,0,0
4686,57,Female,6,59.89,0,0,0,0
4687,53,Male,5,87.38,0,1,0,0
4688,51,Female,6,91.21,1,1,0,0
4689,46,Female,12,66.99,0,0,0,0
4690,41,Female,4,86.92,0,0,0,0
4691,41,Male,2,85.27,0,0,1,0
4692,59,Male,3,117.91,0,1,0,0
4693,21,Male,7,164.17,1,1,0,0
4694,20,Female,4,82.41,1,1,0,0
4695,51,Male,7,130.41,1,1,1,1
4696,66,Female,5,89.55,1,0,1,0
4697,40,Female,1,45.36,0,0,0,0
4698,69,Male,4,129.06,0,0,0,0
4699,40,Male,9,89.1,1,1,0,0
4700,62,Female,4,109.95,0,0,0,0
4701,22,Female,7,119.65,1,1,1,0
4702,48,Female,6,111.77,1,0,0,0
4703,58,Female,1,103.92,1,1,0,0
4704,23,Male,3,115.63,1,0,0,0
4705,54,Male,5,111.68,0,1,0,0
4706,27,Male,7,98.55,0,1,0,0
4707,57,Female,2,105.26,0,0,0,0
4708,24,Female,7,101.1,1,1,0,0
4709,56,Female,6,112.88,0,0,0,0
4710,55,Male,4,91.97,1,1,0,0
4711,38,Female,7,53.86,1,0,1,0
4712,37,Female,8,93.75,1,0,0,0
4713,20,Male,5,85.84,0,0,0,0
4714,68,Male,3,110.31,0,0,0,0
4715,39,Female,3,83.65,1,1,1,0
4716,64,Male,3,120.97,0,1,0,0
4717,21,Female,5,178.34,0,0,0,0
4718,45,Male,6,110.38,1,1,0,0
4719,29,Female,3,70.83,0,0,0,0
4720,55,Male,9,129.95,1,1,0,0
4721,68,Male,6,73.85,0,1,0,0
4722,53,Male,7,55.75,0,0,0,0
4723,64,Male,5,91.72,1,1,0,0
4724,58,Female,8,111.32,1,0,0,0
4725,22,Female,5,70.15,0,0,0,0
4726,30,Male,5,95.43,0,1,0,0
4727,40,Female,3,94.18,0,0,0,0
4728,67,Male,5,140.88,0,1,0,0
4729,47,Male,5,85.9,0,1,0,0
4730,54,Female,5,120.99,1,0,0,0
4731,42,Female,7,129.4,1,1,0,0
4732,65,Female,7,106.26,1,1,0,0
4733,44,Female,7,70.88,0,0,0,0
4734,68,Female,4,107.11,1,0,1,0
4735,31,Female,5,112.18,0,1,1,0
4736,65,Female,9,57.57,0,1,0,1
4737,64,Male,5,71.52,1,0,0,0
4738,53,Female,4,62.23,0,0,0,0
4739,56,Male,4,56.15,1,0,0,0
4740,33,Female,9,38.15,0,1,0,0
4741,39,Female,9,122.89,0,1,0,0
4742,38,Male,6,75.79,1,0,0,0
4743,38,Male,3,51.53,1,0,1,0
4744,25,Male,7,73.97,0,0,0,0
4745,66,Male,5,118.23,0,1,0,0
4746,33,Female,4,115.4,0,0,0,0
4747,48,Female,8,137.22,0,0,0,0
4748,59,Male,8,99.85,1,1,0,0
4749,27,Male,4,98.78,1,0,0,0
4750,49,Female,3,108.85,0,0,0,0
4751,51,Female,8,116.53,1,0,0,0
4752,26,Male,8,79.1,1,0,0,0
4753,34,Female,6,123.96,1,1,0,0
4754,28,Female,7,128.14,0,1,0,0
4755,49,Male,7,115.87,1,0,0,0
4756,27,Male,4,55.79,1,1,0,0
4757,39,Male,7,121.48,1,0,0,0
4758,34,Male,3,90.74,1,1,0,0
4759,21,Female,7,113.58,1,0,0,0
4760,65,Male,6,67.65,1,1,0,0
4761,69,Female,2,101.26,0,1,0,0
4762,64,Female,5,135.19,0,1,0,0
4763,42,Female,3,81.42,0,0,0,0
4764,38,Female,6,45.1,1,1,1,0
4765,54,Male,5,69.71,1,0,0,0
4766,55,Female,5,137.85,0,1,0,0
4767,66,Male,6,52.33,0,0,1,0
4768,18,Female,6,109.39,1,0,0,0
4769,42,Male,4,146.41,0,1,0,1
4770,68,Female,4,112.71,1,0,0,0
4771,53,Female,2,140.36,0,1,0,0
4772,34,Male,1,114.92,0,0,0,0
4773,58,Male,8,77.08,1,1,0,0
4774,41,Male,5,128.87,0,0,0,0
4775,19,Male,8,98.28,0,1,1,0
4776,57,Female,6,96.73,0,0,0,0
4777,32,Female,7,109.27,0,0,0,0
4778,49,Female,6,140.4,1,0,0,0
4779,56,Female,10,86.91,0,0,0,0
4780,23,Female,2,132.97,0,1,0,0
4781,18,Male,7,97.46,0,0,0,0
4782,64,Male,1,120.44,0,0,0,0
4783,40,Female,6,90.33,1,1,0,0
4784,56,Male,3,112.35,0,1,0,0
4785,34,Female,4,79.47,0,0,0,0
4786,51,Female,9,119.69,1,0,0,0
4787,58,Male,3,101.21,0,0,0,0
4788,46,Female,4,99.19,1,1,0,0
4789,26,Male,4,129.55,1,0,0,0
4790,30,Female,4,112.91,1,0,0,0
4791,23,Male,3,92.89,1,0,0,0
4792,23,Female,3,103.14,0,1,0,1
4793,37,Female,4,104.29,0,0,0,0
4794,69,Male,4,63.38,1,1,1,0
4795,20,Female,6,88.64,0,1,0,0
4796,34,Female,8,50.29,1,0,0,0
4797,66,Male,8,105.5,0,0,0,0
4798,29,Male,6,96.23,1,0,0,0
4799,65,Male,7,128.94,0,0,0,0
4800,64,Female,3,109.36,1,1,0,0
4801,62,Male,4,127.47,0,1,0,0
4802,18,Male,2,102.43,0,0,0,0
4803,34,Male,8,74.92,0,1,0,0
4804,20,Female,4,104.52,0,0,0,0
4805,43,Male,6,149.49,0,1,0,1
4806,32,Female,5,93.37,1,1,0,0
4807,53,Female,6,128.98,1,0,0,0
4808,49,Male,7,92.24,0,0,0,0
4809,49,Female,3,97.87,0,0,0,0
4810,21,Female,5,76.79,0,1,0,0
4811,35,Female,0,154.1,0,0,0,0
4812,66,Female,4,58.35,1,1,0,0
4813,36,Female,8,123.89,1,0,0,0
4814,60,Male,5,86.65,0,0,0,0
4815,69,Male,7,99.06,0,0,0,0
4816,52,Male,4,96.02,0,1,1,1
4817,57,Female,2,90.63,0,1,0,0
4818,31,Male,7,50.1,0,1,1,0
4819,50,Female,4,75.76,0,1,0,0
4820,31,Female,8,67.08,0,0,0,0
4821,51,Female,5,96.16,1,1,0,0
4822,21,Female,5,73.47,1,0,0,0
4823,41,Male,6,107.7,0,0,0,0
4824,46,Female,6,122.97,0,0,0,0
4825,36,Male,6,123.64,0,1,1,0
4826,23,Male,2,96.0,1,1,0,0
4827,50,Female,7,126.82,0,0,0,0
4828,66,Male,9,92.67,1,1,1,0
4829,57,Male,4,132.52,1,1,1,1
4830,36,Male,1,101.48,0,1,0,0
4831,18,Female,4,127.47,1,0,0,0
4832,22,Female,6,138.17,1,0,0,0
4833,44,Female,3,60.44,0,1,0,0
4834,33,Male,7,89.62,0,0,1,0
4835,23,Male,5,124.03,0,0,0,0
4836,57,Female,6,54.14,0,1,0,0
4837,30,Female,9,89.97,1,0,0,0
4838,65,Male,4,116.5,1,1,0,0
4839,52,Female,4,74.67,1,0,0,0
4840,36,Female,5,100.06,0,0,0,0
4841,29,Male,3,95.39,0,0,1,0
4842,33,Male,11,173.71,1,0,0,0
4843,60,Female,3,55.66,1,1,0,0
4844,27,Female,7,134.62,0,1,0,0
4845,42,Female,8,136.08,1,0,0,0
4846,37,Female,4,64.61,1,0,0,0
4847,48,Male,5,134.49,1,0,0,0
4848,21,Female,5,87.42,0,1,0,0
4849,61,Female,9,135.35,0,0,1,0
4850,40,Male,1,155.81,1,0,0,0
4851,19,Male,3,72.16,1,0,1,0
4852,39,Male,7,72.08,0,1,0,0
4853,68,Male,4,94.02,0,0,0,0
4854,54,Male,1,165.21,1,1,1,0
4855,25,Male,5,153.83,0,0,0,0
4856,24,Male,7,122.11,0,0,0,0
4857,31,Female,9,45.3,0,1,0,0
4858,20,Female,7,83.66,1,1,1,0
4859,67,Male,5,144.04,0,0,0,0
4860,33,Female,6,165.35,1,1,0,1
4861,36,Female,6,100.0,1,0,1,0
4862,68,Male,7,94.74,0,1,0,0
4863,35,Male,6,116.25,0,1,0,0
4864,69,Male,3,141.3,1,0,0,0
4865,33,Male,8,79.82,0,1,0,0
4866,25,Male,2,122.07,1,0,0,0
4867,50,Female,4,69.54,0,0,0,0
4868,66,Female,10,101.92,0,0,0,0
4869,29,Male,2,89.84,0,0,0,0
4870,28,Male,10,96.52,0,1,0,0
4871,22,Female,4,76.06,1,1,1,0
4872,44,Female,3,103.84,0,0,0,0
4873,29,Female,4,93.34,0,0,0,0
4874,34,Male,5,125.72,1,0,0,0
4875,23,Male,3,99.02,0,1,0,0
4876,50,Female,4,134.0,1,1,0,0
4877,22,Male,9,83.64,0,0,0,0
4878,45,Female,8,77.69,1,1,0,0
4879,31,Male,0,70.48,0,1,1,0
4880,22,Male,2,104.1,1,1,0,0
4881,50,Female,9,105.87,1,0,0,0
4882,67,Female,5,60.57,0,0,0,0
4883,65,Male,7,97.45,0,0,0,0
4884,58,Female,5,99.98,0,1,0,1
4885,36,Male,6,140.51,0,1,0,0
4886,39,Female,2,133.13,1,0,0,0
4887,22,Female,0,95.48,0,0,0,0
4888,19,Male,6,59.29,1,1,0,0
4889,47,Male,3,70.66,0,1,0,0
4890,64,Male,2,51.77,1,0,0,0
4891,56,Female,3,138.93,1,0,0,0
4892,21,Female,3,86.84,1,1,0,0
4893,50,Male,7,140.35,1,1,1,0
4894,30,Female,7,98.94,0,0,0,0
4895,37,Male,8,147.1,0,1,0,0
4896,24,Male,5,83.14,1,1,0,0
4897,32,Male,8,154.1,1,0,0,0
4898,40,Male,3,105.01,0,1,1,0
4899,31,Male,4,99.68,1,1,0,0
4900,40,Female,5,161.51,1,0,0,0
4901,36,Female,2,103.0,0,0,0,0
4902,46,Male,4,76.08,1,1,0,0
4903,37,Female,4,83.87,1,1,0,0
4904,46,Male,7,79.79,1,0,0,0
4905,41,Female,5,105.55,1,0,0,0
4906,35,Female,5,92.42,1,0,0,0
4907,27,Male,9,54.01,1,1,1,1
4908,58,Female,4,127.64,0,1,0,0
4909,25,Male,2,48.22,0,0,0,0
4910,43,Female,11,77.82,0,1,0,0
4911,46,Male,6,57.76,0,1,0,0
4912,27,Male,7,148.61,1,0,0,0
4913,34,Male,4,126.13,0,0,0,0
4914,19,Male,7,91.45,1,0,0,0
4915,23,Male,1,100.17,1,1,1,0
4916,22,Male,3,70.49,0,1,0,0
4917,45,Female,5,97.79,1,0,0,0
4918,58,Male,2,51.87,0,1,0,0
4919,22,Female,5,134.02,1,1,0,0
4920,35,Male,5,115.38,1,0,0,0
4921,43,Female,5,115.04,0,1,0,0
4922,37,Male,5,126.97,1,1,0,0
4923,58,Male,3,-0.29,1,0,0,0
4924,66,Female,7,102.26,1,1,0,0
4925,44,Male,5,93.15,0,0,0,0
4926,66,Male,5,61.89,0,0,0,0
4927,29,Male,4,116.66,0,1,0,0
4928,24,Male,2,134.18,1,1,0,0
4929,20,Female,9,73.23,0,0,0,0
4930,27,Male,6,43.75,1,0,0,0
4931,51,Female,6,104.28,0,1,0,0
4932,42,Male,4,100.97,0,0,0,0
4933,52,Male,4,79.74,0,0,0,0
4934,33,Male,7,120.1,0,0,0,0
4935,19,Male,3,124.06,1,1,1,0
4936,41,Female,2,77.4,1,0,1,0
4937,27,Male,4,75.81,1,0,0,0
4938,55,Male,6,113.82,0,0,0,0
4939,39,Male,3,76.66,1,0,0,0
4940,43,Female,4,120.43,1,0,0,0
4941,60,Female,8,95.65,1,1,0,1
4942,56,Female,3,97.51,0,1,1,1
4943,44,Female,7,42.65,1,0,0,0
4944,46,Male,5,152.74,0,0,0,0
4945,64,Male,5,109.84,1,1,1,0
4946,55,Female,10,87.4,0,1,0,0
4947,37,Male,7,130.14,0,0,0,0
4948,44,Male,4,73.2,1,1,0,0
4949,58,Female,4,112.16,1,1,0,0
4950,37,Male,5,116.24,0,1,0,0
4951,61,Female,2,80.8,1,1,0,0
4952,36,Female,4,71.04,1,1,0,0
4953,37,Female,4,58.0,0,0,0,0
4954,52,Female,3,75.4,1,0,0,0
4955,64,Female,4,156.32,0,0,0,0
4956,19,Female,7,33.81,0,1,0,0
4957,47,Male,3,126.44,0,1,0,0
4958,51,Male,9,93.2,0,1,0,1
4959,39,Male,6,148.21,0,0,0,0
4960,20,Female,3,118.19,1,0,0,0
4961,23,Female,0,91.31,1,1,1,1
4962,32,Female,4,164.84,1,0,0,0
4963,44,Male,3,91.92,1,1,0,0
4964,27,Male,3,94.75,1,1,1,1
4965,26,Female,8,115.91,0,0,0,0
4966,50,Female,12,111.43,1,0,0,0
4967,49,Female,3,130.3,0,1,0,0
4968,65,Female,6,76.05,1,0,0,0
4969,23,Female,7,84.18,1,1,0,0
4970,58,Male,5,75.27,1,0,0,0
4971,53,Female,3,71.8,1,1,0,0
4972,19,Female,3,94.49,1,1,0,0
4973,46,Female,10,114.12,1,1,0,0
4974,21,Female,4,150.09,1,1,1,0
4975,18,Male,1,142.93,0,1,0,1
4976,36,Female,5,115.04,1,0,0,0
4977,43,Female,4,59.35,0,0,0,0
4978,42,Female,5,92.39,1,1,0,1
4979,27,Male,6,108.78,0,1,1,0
4980,32,Female,5,147.92,1,1,0,0
4981,39,Male,5,104.0,0,0,0,0
4982,68,Female,5,129.28,1,0,0,0
4983,65,Female,7,108.59,0,0,0,0
4984,38,Female,7,106.95,0,1,0,0
4985,39,Female,8,129.04,0,1,0,0
4986,53,Female,3,131.85,0,1,0,0
4987,51,Female,7,93.68,0,1,0,0
4988,47,Female,3,53.5,0,0,0,0
4989,42,Female,4,90.13,0,0,0,0
4990,62,Female,7,90.64,0,1,0,0
4991,45,Male,8,79.43,0,0,0,0
4992,18,Male,7,75.13,1,0,0,0
4993,66,Male,6,98.22,0,0,0,0
4994,62,Male,9,74.67,0,0,0,0
4995,21,Female,7,92.77,1,1,0,0
4996,24,Female,4,128.5,0,1,0,0
4997,66,Male,4,95.55,1,1,0,0
4998,26,Male,9,128.89,0,1,0,0
4999,53,Male,6,131.37,0,0,0,0
5000,36,Male,3,115.84,0,0,0,0
5001,18,Female,6,99.61,0,0,0,0
5002,27,Male,5,141.29,0,0,0,0
5003,53,Female,6,102.02,0,0,0,0
5004,26,Female,1,69.81,1,0,0,0
5005,62,Female,7,155.62,0,0,0,0
5006,63,Male,6,67.16,1,1,0,0
5007,59,Male,7,88.9,1,1,0,0
5008,49,Female,6,97.17,0,0,0,0
5009,49,Male,2,48.81,1,0,0,0
5010,23,Male,7,100.52,1,0,0,0
5011,65,Female,6,67.96,0,0,0,0
5012,55,Female,4,78.11,0,0,0,0
5013,34,Male,4,100.03,0,1,0,0
5014,27,Female,4,127.88,1,1,1,0
5015,67,Male,3,83.22,1,0,0,0
5016,44,Male,2,109.53,1,0,1,0
5017,67,Female,3,125.17,1,1,1,0
5018,52,Female,7,107.93,1,0,0,0
5019,69,Male,5,54.43,0,1,0,0
5020,38,Female,4,58.89,1,0,1,0
5021,42,Male,4,109.68,0,0,0,0
5022,45,Female,5,104.35,1,1,0,0
5023,64,Male,3,109.98,0,0,0,0
5024,32,Female,2,135.97,1,0,0,0
5025,21,Male,7,109.14,1,1,1,0
5026,46,Male,5,91.93,1,0,0,0
5027,26,Female,4,115.26,0,1,0,0
5028,44,Male,2,107.35,0,0,0,0
5029,43,Male,4,124.76,0,1,1,0
5030,36,Male,7,112.04,0,0,0,0
5031,45,Male,5,83.94,1,0,0,0
5032,34,Male,6,118.64,0,1,0,0
5033,60,Female,7,95.27,0,1,1,0
5034,58,Male,6,64.47,0,0,0,0
5035,59,Male,8,79.53,1,0,1,0
5036,67,Male,8,76.95,0,1,0,0
5037,37,Female,8,64.83,1,0,0,0
5038,62,Female,5,118.01,0,0,0,0
5039,57,Male,4,57.36,1,1,0,0
5040,56,Male,5,139.97,1,1,1,0
5041,66,Female,5,104.71,1,1,0,0
5042,40,Female,6,95.7,1,0,0,0
5043,64,Male,6,66.02,1,1,1,1
5044,49,Female,3,93.23,1,0,0,0
5045,69,Male,6,92.06,0,1,0,1
5046,64,Male,6,75.4,1,1,0,0
5047,50,Male,4,109.76,0,1,0,0
5048,63,Female,2,116.76,0,1,0,0
5049,22,Male,7,108.93,0,0,1,0
5050,60,Male,3,143.15,1,1,1,1
5051,65,Female,5,77.2,1,1,1,0
5052,51,Male,3,78.26,1,0,0,0
5053,57,Male,6,86.65,0,1,0,0
