TransactionID,CustomerID,Category,Quantity,Price,Date
TXN013297,CUST01344,Fashion,4,179.14,2024-03-03
TXN013298,CUST00799,Electronics,5,48.42,2023-07-16
TXN013299,CUST01617,Fashion,5,55.64,2023-03-21
TXN013300,CUST01519,Electronics,2,98.31,2023-11-16
TXN013301,CUST00457,Fashion,2,338.1,2023-11-25
TXN013302,CUST00522,Beauty,3,365.35,2023-04-25
TXN013303,CUST00520,Beauty,3,317.3,2024-02-20
TXN013304,CUST00917,Fashion,1,171.95,2023-08-13
TXN013305,CUST00717,Home & Kitchen,3,223.03,2024-07-07
TXN013306,CUST00315,Books,3,356.23,2023-09-20
TXN013307,CUST01970,Home & Kitchen,5,331.63,2024-12-25
TXN013308,CUST00709,Fashion,4,387.64,2023-05-23
TXN013309,CUST00710,Books,4,124.36,2024-04-26
TXN013310,CUST01566,Beauty,3,7.22,2024-01-23
TXN013311,CUST01503,Books,1,136.89,2023-09-05
TXN013312,CUST01937,Books,1,177.21,2024-01-31
TXN013313,CUST01995,Electronics,4,480.45,2023-08-14
TXN013314,CUST01044,Beauty,2,112.78,2023-03-01
TXN013315,CUST00560,Fashion,5,414.07,2024-05-16
TXN013316,CUST00969,Electronics,3,313.14,2024-03-12
TXN013317,CUST01154,Fashion,5,87.93,2024-11-08
TXN013318,CUST01317,Electronics,3,204.73,2024-03-18
TXN013319,CUST01921,Home & Kitchen,3,257.53,2023-04-23
TXN013320,CUST01156,Home & Kitchen,4,175.35,2023-02-10
TXN013321,CUST00356,Electronics,5,116.94,2024-10-01
TXN013322,CUST01078,Sports,5,130.16,2024-01-22
TXN013323,CUST00890,Home & Kitchen,2,294.68,2023-07-12
TXN013324,CUST00793,Electronics,2,345.61,2023-06-17
TXN013325,CUST01411,Home & Kitchen,5,237.14,2023-07-31
TXN013326,CUST00265,Electronics,2,471.16,2023-03-11
TXN013327,CUST00982,Electronics,2,365.64,2023-06-20
TXN013328,CUST01239,Sports,3,446.42,2023-12-25
TXN013329,CUST01484,Fashion,4,240.45,2023-02-10
TXN013330,CUST01482,Fashion,3,12.37,2023-06-01
TXN013331,CUST00802,Beauty,2,298.07,2023-11-09
TXN013332,CUST00043,Sports,3,410.04,2024-05-17
TXN013333,CUST01610,Home & Kitchen,3,270.58,2023-11-07
TXN013334,CUST00862,Sports,1,286.11,2024-09-13
TXN013335,CUST01302,Fashion,3,487.61,2023-08-10
TXN013336,CUST01862,Books,3,186.24,2023-05-06
TXN013337,CUST01778,Beauty,4,401.93,2024-01-20
TXN013338,CUST01154,Fashion,5,255.01,2023-08-06
TXN013339,CUST00350,Books,1,234.54,2024-12-14
TXN013340,CUST01730,Books,1,77.06,2023-03-25
TXN013341,CUST01568,Home & Kitchen,1,375.46,2024-04-09
TXN013342,CUST01130,Sports,1,412.53,2024-12-20
TXN013343,CUST00912,Home & Kitchen,4,218.28,2024-04-24
TXN013344,CUST01740,Home & Kitchen,5,382.95,2023-01-09
TXN013345,CUST00001,Electronics,4,292.65,2024-08-29
TXN013346,CUST01781,Home & Kitchen,1,132.49,2024-10-28
TXN013347,CUST00584,Beauty,5,462.24,2024-10-23
TXN013348,CUST00432,Books,4,349.9,2024-05-11
TXN013349,CUST01330,Home & Kitchen,5,439.78,2024-03-06
TXN013350,CUST01933,Home & Kitchen,4,144.32,2024-04-13
TXN013351,CUST01551,Books,5,458.6,2024-11-07
TXN013352,CUST00053,Electronics,4,185.51,2024-06-20
TXN013353,CUST00940,Electronics,1,9.72,2023-09-16
TXN013354,CUST00520,Fashion,1,42.14,2024-05-29
TXN013355,CUST01354,Books,1,49.22,2024-09-24
TXN013356,CUST01582,Fashion,4,107.54,2024-12-08
TXN013357,CUST01349,Home & Kitchen,5,97.33,2024-05-16
TXN013358,CUST01138,Fashion,5,33.66,2023-10-28
TXN013359,CUST00147,Beauty,2,448.22,2024-09-26
TXN013360,CUST01190,Beauty,3,415.01,2023-05-04
TXN013361,CUST01403,Books,1,382.6,2023-02-06
TXN013362,CUST01163,Beauty,1,242.17,2024-06-29
TXN013363,CUST00629,Electronics,1,215.45,2024-03-19
TXN013364,CUST00299,Electronics,2,215.56,2023-04-21
TXN013365,CUST01300,Sports,2,134.57,2023-08-05
TXN013366,CUST01940,Beauty,2,306.09,2023-05-10
TXN013367,CUST00789,Books,1,34.24,2023-11-25
TXN013368,CUST00850,Home & Kitchen,5,331.1,2023-04-04
TXN013369,CUST01849,Fashion,1,259.36,2024-08-23
TXN013370,CUST00178,Electronics,2,409.18,2024-04-23
TXN013371,CUST00842,Home & Kitchen,2,486.51,2023-01-29
TXN013372,CUST01378,Fashion,3,438.92,2023-01-14
TXN013373,CUST01178,Fashion,4,361.36,2023-05-16
TXN013374,CUST01950,Beauty,3,219.23,2023-02-12
TXN013375,CUST01225,Home & Kitchen,3,111.19,2023-02-06
TXN013376,CUST00878,Home & Kitchen,1,334.11,2024-06-22
TXN013377,CUST01139,Beauty,4,104.79,2023-06-30
TXN013378,CUST01695,Beauty,4,15.03,2024-08-11
TXN013379,CUST01578,Beauty,1,288.75,2024-12-03
TXN013380,CUST00759,Books,5,200.09,2024-07-06
TXN013381,CUST01092,Beauty,1,438.63,2023-05-28
TXN013382,CUST01469,Sports,5,324.66,2023-07-03
TXN013383,CUST00445,Books,5,325.39,2023-07-21
TXN013384,CUST01350,Home & Kitchen,4,395.01,2023-06-02
TXN013385,CUST01870,Fashion,1,171.15,2023-03-08
TXN013386,CUST00708,Books,1,479.3,2024-10-02
TXN013387,CUST00602,Fashion,4,114.55,2023-08-29
TXN013388,CUST01647,Beauty,3,436.48,2023-11-08
TXN013389,CUST01904,Beauty,1,455.87,2024-10-01
TXN013390,CUST01383,Sports,2,24.32,2023-09-28
TXN013391,CUST00145,Beauty,2,317.75,2024-08-09
TXN013392,CUST00275,Sports,1,375.96,2024-09-24
TXN013393,CUST00509,Sports,5,477.15,2023-07-12
TXN013394,CUST01203,Beauty,4,129.43,2023-03-24
TXN013395,CUST00753,Sports,5,283.12,2023-09-23
TXN013396,CUST01862,Sports,2,387.69,2024-04-12
TXN013397,CUST01855,Fashion,2,78.44,2024-12-13
TXN013398,CUST00477,Beauty,4,427.23,2024-05-12
TXN013399,CUST01867,Electronics,2,204.8,2023-11-08
TXN013400,CUST02000,Sports,3,321.68,2024-06-18
TXN013401,CUST01438,Books,2,25.81,2023-08-21
TXN013402,CUST01177,Beauty,5,115.35,2023-07-11
TXN013403,CUST01128,Sports,5,241.7,2024-04-28
TXN013404,CUST01099,Sports,3,148.16,2023-03-31
TXN013405,CUST01152,Books,5,479.13,2023-07-11
TXN013406,CUST01735,Books,5,398.49,2023-06-17
TXN013407,CUST00666,Fashion,5,433.12,2023-07-21
TXN013408,CUST00568,Books,1,235.83,2024-08-28
TXN013409,CUST01814,Electronics,3,239.45,2023-12-29
TXN013410,CUST01369,Fashion,3,403.57,2024-04-29
TXN013411,CUST00531,Home & Kitchen,2,196.83,2024-01-19
TXN013412,CUST00159,Electronics,3,243.02,2023-08-22
TXN013413,CUST01562,Fashion,4,266.65,2024-06-28
TXN013414,CUST01450,Electronics,3,305.54,2024-03-21
TXN013415,CUST00681,Home & Kitchen,4,326.74,2023-12-30
TXN013416,CUST00023,Sports,5,341.97,2023-04-26
TXN013417,CUST01071,Beauty,4,224.78,2023-04-17
TXN013418,CUST00525,Fashion,1,151.1,2024-10-19
TXN013419,CUST00729,Electronics,5,460.48,2023-01-30
TXN013420,CUST01858,Electronics,4,414.23,2023-11-09
TXN013421,CUST01730,Home & Kitchen,5,6.7,2024-06-14
TXN013422,CUST00144,Home & Kitchen,1,258.9,2023-07-23
TXN013423,CUST01609,Fashion,5,140.93,2023-10-17
TXN013424,CUST00668,Home & Kitchen,5,323.15,2023-01-24
TXN013425,CUST01613,Beauty,3,253.81,2023-03-12
TXN013426,CUST01443,Fashion,2,15.48,2024-08-15
TXN013427,CUST00681,Sports,4,365.25,2023-10-30
TXN013428,CUST00973,Beauty,2,141.32,2024-05-01
TXN013429,CUST00799,Fashion,1,133.82,2024-01-05
TXN013430,CUST00085,Fashion,1,20.8,2023-10-07
TXN013431,CUST00416,Fashion,5,415.03,2024-06-11
TXN013432,CUST00694,Electronics,2,291.53,2023-10-08
TXN013433,CUST00482,Books,4,245.0,2023-03-24
TXN013434,CUST00456,Fashion,4,339.53,2023-11-30
TXN013435,CUST00827,Electronics,5,175.96,2023-04-05
TXN013436,CUST00297,Books,4,286.89,2023-10-02
TXN013437,CUST01136,Books,3,128.39,2024-07-20
TXN013438,CUST01986,Fashion,2,36.16,2024-10-27
TXN013439,CUST01254,Beauty,1,282.86,2023-03-13
TXN013440,CUST01120,Books,4,114.49,2024-08-20
TXN013441,CUST00950,Electronics,4,376.27,2024-02-15
TXN013442,CUST00680,Books,4,228.66,2024-04-22
TXN013443,CUST00378,Beauty,5,128.95,2024-09-01
TXN013444,CUST01180,Home & Kitchen,1,306.13,2023-07-13
TXN013445,CUST00421,Electronics,2,62.73,2024-08-11
TXN013446,CUST00105,Books,4,381.9,2024-10-01
TXN013447,CUST01729,Electronics,3,228.83,2023-07-21
TXN013448,CUST00330,Books,5,407.26,2024-08-31
TXN013449,CUST00439,Sports,2,73.36,2023-02-10
TXN013450,CUST01156,Electronics,4,194.36,2023-06-04
TXN013451,CUST01891,Beauty,2,94.11,2024-08-27
TXN013452,CUST00382,Sports,5,35.29,2024-01-07
TXN013453,CUST00138,Fashion,3,477.9,2024-04-19
TXN013454,CUST00943,Electronics,4,364.69,2023-02-08
TXN013455,CUST00843,Fashion,3,166.17,2023-05-24
TXN013456,CUST00270,Home & Kitchen,5,126.84,2023-06-30
TXN013457,CUST01574,Fashion,3,106.14,2024-06-30
TXN013458,CUST00396,Electronics,5,26.29,2023-07-27
TXN013459,CUST01581,Fashion,3,55.82,2024-10-16
TXN013460,CUST00913,Electronics,2,55.94,2024-06-22
TXN013461,CUST00464,Electronics,2,334.8,2024-08-23
TXN013462,CUST01699,Sports,5,299.38,2023-02-02
TXN013463,CUST00450,Beauty,2,286.26,2024-08-10
TXN013464,CUST01355,Fashion,3,368.56,2024-12-18
TXN013465,CUST01277,Fashion,3,129.33,2023-09-23
TXN013466,CUST01705,Beauty,4,174.53,2024-06-07
TXN013467,CUST01987,Books,5,67.72,2023-08-16
TXN013468,CUST01309,Fashion,2,295.92,2023-07-23
TXN013469,CUST01298,Books,5,466.79,2024-06-15
TXN013470,CUST00020,Sports,2,432.25,2024-06-29
TXN013471,CUST00239,Books,4,279.72,2024-08-29
TXN013472,CUST01294,Home & Kitchen,3,324.08,2024-01-25
TXN013473,CUST00418,Beauty,3,496.19,2023-08-25
TXN013474,CUST01969,Beauty,1,261.09,2024-07-07
TXN013475,CUST01334,Books,5,435.94,2023-09-17
TXN013476,CUST01055,Home & Kitchen,2,252.83,2023-08-20
TXN013477,CUST01850,Beauty,1,28.69,2024-04-22
TXN013478,CUST01128,Books,5,467.66,2023-10-15
TXN013479,CUST01706,Books,2,60.38,2024-12-07
TXN013480,CUST00186,Electronics,4,353.57,2024-03-07
TXN013481,CUST01152,Home & Kitchen,5,122.79,2024-10-01
TXN013482,CUST01234,Electronics,2,451.01,2023-07-06
TXN013483,CUST01438,Fashion,3,104.24,2023-08-30
TXN013484,CUST01305,Electronics,5,74.34,2024-08-01
TXN013485,CUST01983,Books,2,222.16,2023-12-13
TXN013486,CUST00253,Electronics,3,250.86,2024-01-11
TXN013487,CUST00019,Sports,3,410.37,2023-06-18
TXN013488,CUST00712,Fashion,1,382.39,2023-08-25
TXN013489,CUST01756,Sports,2,167.49,2023-01-13
TXN013490,CUST01160,Fashion,1,195.55,2024-03-04
TXN013491,CUST00223,Electronics,1,290.45,2023-03-05
TXN013492,CUST00003,Beauty,4,278.03,2024-07-17
TXN013493,CUST01987,Beauty,1,431.71,2023-11-27
TXN013494,CUST01260,Books,1,238.87,2023-05-16
TXN013495,CUST00854,Beauty,4,447.29,2024-02-25
TXN013496,CUST01489,Sports,4,106.51,2023-06-06
TXN013497,CUST00228,Books,5,434.47,2024-01-29
TXN013498,CUST00913,Home & Kitchen,1,155.62,2023-09-04
TXN013499,CUST01678,Sports,3,395.68,2024-07-12
TXN013500,CUST00499,Sports,4,284.87,2023-06-16
TXN013501,CUST00521,Home & Kitchen,2,438.4,2024-12-12
TXN013502,CUST00702,Books,5,119.47,2024-09-05
TXN013503,CUST01886,Fashion,5,352.24,2023-12-12
TXN013504,CUST00917,Beauty,1,425.24,2024-04-28
TXN013505,CUST01996,Fashion,3,389.46,2024-05-26
TXN013506,CUST01701,Home & Kitchen,4,285.17,2023-05-19
TXN013507,CUST01163,Electronics,2,339.32,2024-09-17
TXN013508,CUST01300,Sports,1,102.28,2024-02-12
TXN013509,CUST00291,Beauty,3,112.15,2023-01-24
TXN013510,CUST01077,Fashion,1,137.31,2024-08-12
TXN013511,CUST01711,Books,1,414.87,2023-03-22
TXN013512,CUST01134,Fashion,5,87.88,2024-07-04
TXN013513,CUST00715,Beauty,2,152.97,2024-11-14
TXN013514,CUST00948,Sports,2,460.61,2024-10-13
TXN013515,CUST00648,Electronics,2,378.84,2023-08-18
TXN013516,CUST01028,Fashion,2,367.9,2023-08-24
TXN013517,CUST01691,Beauty,4,230.3,2023-03-21
TXN013518,CUST00684,Fashion,4,352.67,2024-07-01
TXN013519,CUST01960,Books,2,285.04,2023-01-03
TXN013520,CUST00870,Sports,3,40.37,2023-03-10
TXN013521,CUST01071,Sports,4,290.38,2023-07-14
TXN013522,CUST00094,Electronics,4,228.86,2023-08-13
TXN013523,CUST00940,Books,3,61.41,2024-02-07
TXN013524,CUST00560,Beauty,2,175.41,2024-03-14
TXN013525,CUST01776,Beauty,1,447.92,2023-02-25
TXN013526,CUST01883,Home & Kitchen,4,402.83,2023-10-31
TXN013527,CUST00213,Books,1,457.38,2024-07-06
TXN013528,CUST00436,Books,1,359.95,2024-06-11
TXN013529,CUST00852,Beauty,3,318.11,2023-01-24
TXN013530,CUST00508,Beauty,2,73.92,2023-04-17
TXN013531,CUST00836,Fashion,1,58.07,2024-10-27
TXN013532,CUST00651,Electronics,2,127.14,2023-07-22
TXN013533,CUST00205,Home & Kitchen,5,160.53,2023-10-10
TXN013534,CUST00381,Books,2,305.48,2023-10-20
TXN013535,CUST01097,Beauty,3,439.27,2023-04-08
TXN013536,CUST01540,Fashion,3,445.91,2024-03-16
TXN013537,CUST01100,Home & Kitchen,5,342.77,2024-01-08
TXN013538,CUST01865,Electronics,3,289.09,2024-12-10
TXN013539,CUST00077,Electronics,2,125.97,2024-12-07
TXN013540,CUST00816,Electronics,2,469.28,2023-12-20
TXN013541,CUST00768,Home & Kitchen,2,337.2,2024-05-18
TXN013542,CUST00410,Sports,3,269.06,2024-04-28
TXN013543,CUST01638,Home & Kitchen,2,56.46,2023-02-25
TXN013544,CUST00106,Electronics,4,413.81,2023-07-26
TXN013545,CUST01869,Fashion,5,177.75,2024-02-21
TXN013546,CUST00551,Home & Kitchen,4,450.79,2024-06-28
TXN013547,CUST01500,Fashion,2,88.37,2023-01-05
TXN013548,CUST00826,Sports,3,29.05,2023-01-05
TXN013549,CUST01299,Electronics,5,220.19,2023-04-25
TXN013550,CUST00088,Electronics,4,43.76,2023-01-03
TXN013551,CUST01747,Fashion,2,35.59,2023-06-05
TXN013552,CUST00881,Sports,3,358.3,2023-05-13
TXN013553,CUST01101,Electronics,2,132.4,2024-10-31
TXN013554,CUST01101,Home & Kitchen,4,321.23,2024-07-18
TXN013555,CUST01466,Fashion,4,287.56,2024-08-14
TXN013556,CUST00540,Sports,5,74.67,2024-12-01
TXN013557,CUST00245,Fashion,3,195.96,2023-03-13
TXN013558,CUST00578,Books,1,37.7,2024-11-02
TXN013559,CUST01802,Electronics,2,213.73,2024-07-20
TXN013560,CUST01406,Fashion,3,95.27,2024-06-10
TXN013561,CUST00982,Home & Kitchen,1,52.67,2023-03-20
TXN013562,CUST00717,Electronics,3,161.91,2023-01-30
TXN013563,CUST01594,Sports,2,6.69,2023-10-20
TXN013564,CUST01737,Sports,2,380.1,2023-12-26
TXN013565,CUST01761,Electronics,5,83.3,2023-10-16
TXN013566,CUST00142,Sports,4,314.79,2024-10-26
TXN013567,CUST00893,Beauty,4,417.13,2024-04-09
TXN013568,CUST01392,Electronics,4,459.03,2023-09-16
TXN013569,CUST01108,Electronics,5,281.0,2023-01-18
TXN013570,CUST01167,Home & Kitchen,4,395.2,2023-10-26
TXN013571,CUST00352,Electronics,3,230.11,2024-12-29
TXN013572,CUST00545,Home & Kitchen,4,247.64,2023-02-15
TXN013573,CUST00913,Electronics,4,275.65,2024-12-14
TXN013574,CUST00152,Home & Kitchen,2,336.72,2023-07-27
TXN013575,CUST01182,Home & Kitchen,5,336.61,2024-07-25
TXN013576,CUST01470,Beauty,5,393.76,2024-12-01
TXN013577,CUST00653,Sports,4,310.39,2023-01-10
TXN013578,CUST00958,Fashion,1,441.9,2024-03-06
TXN013579,CUST00763,Home & Kitchen,2,356.07,2023-03-25
TXN013580,CUST01327,Beauty,4,464.83,2023-04-08
TXN013581,CUST00624,Books,1,376.47,2024-11-09
TXN013582,CUST00656,Home & Kitchen,3,370.66,2024-10-21
TXN013583,CUST00450,Fashion,2,430.9,2023-08-30
TXN013584,CUST00721,Books,5,329.63,2023-07-24
TXN013585,CUST01248,Books,1,93.89,2024-08-21
TXN013586,CUST00043,Electronics,4,46.07,2023-04-16
TXN013587,CUST00264,Home & Kitchen,1,161.33,2024-12-27
TXN013588,CUST01780,Beauty,5,408.12,2024-09-07
TXN013589,CUST01027,Books,3,15.75,2024-05-30
TXN013590,CUST01661,Sports,1,79.27,2023-08-14
TXN013591,CUST01292,Electronics,4,57.53,2023-02-03
TXN013592,CUST00596,Sports,1,23.4,2024-01-15
TXN013593,CUST01040,Fashion,3,406.09,2024-02-14
TXN013594,CUST01358,Electronics,1,143.39,2024-01-30
TXN013595,CUST01488,Sports,3,365.82,2023-06-07
TXN013596,CUST01083,Beauty,3,75.25,2024-02-18
TXN013597,CUST01013,Beauty,2,207.42,2024-06-13
TXN013598,CUST00177,Sports,2,62.65,2023-07-05
TXN013599,CUST00063,Electronics,4,6.23,2023-11-27
TXN013600,CUST00958,Home & Kitchen,4,308.52,2024-07-31
TXN013601,CUST01003,Fashion,4,243.09,2023-01-19
TXN013602,CUST00561,Fashion,3,211.23,2023-01-21
TXN013603,CUST01331,Books,3,43.94,2024-11-04
TXN013604,CUST01270,Beauty,2,296.16,2023-05-04
TXN013605,CUST01313,Electronics,3,391.1,2024-07-04
TXN013606,CUST01822,Books,2,38.29,2024-11-07
TXN013607,CUST00955,Electronics,1,209.66,2024-08-18
TXN013608,CUST01356,Books,4,159.22,2024-10-05
TXN013609,CUST01551,Fashion,4,446.48,2023-09-30
TXN013610,CUST00850,Fashion,5,135.01,2023-06-08
TXN013611,CUST01279,Books,2,472.42,2024-08-06
TXN013612,CUST00604,Books,5,415.06,2023-10-08
TXN013613,CUST01534,Fashion,4,54.58,2023-03-14
TXN013614,CUST01815,Books,5,242.92,2024-07-07
TXN013615,CUST01742,Fashion,1,326.26,2023-01-01
TXN013616,CUST00606,Sports,5,298.57,2024-09-03
TXN013617,CUST01761,Sports,1,341.22,2023-08-10
TXN013618,CUST01837,Books,4,216.02,2023-04-23
TXN013619,CUST00830,Sports,3,452.85,2023-08-30
TXN013620,CUST01487,Books,2,138.83,2024-01-03
TXN013621,CUST01223,Sports,5,51.58,2023-08-26
TXN013622,CUST01295,Home & Kitchen,1,489.1,2024-07-07
TXN013623,CUST00746,Beauty,4,327.72,2023-10-31
TXN013624,CUST00558,Fashion,4,331.3,2023-08-26
TXN013625,CUST00064,Home & Kitchen,3,409.68,2024-08-02
TXN013626,CUST01254,Home & Kitchen,4,213.61,2024-06-09
TXN013627,CUST00942,Home & Kitchen,4,196.19,2023-07-05
TXN013628,CUST01976,Sports,3,474.83,2024-03-06
TXN013629,CUST00249,Beauty,4,196.46,2023-01-03
TXN013630,CUST01270,Electronics,1,43.85,2023-07-05
TXN013631,CUST00940,Books,5,157.38,2024-01-13
TXN013632,CUST01611,Books,5,437.4,2023-03-11
TXN013633,CUST00157,Beauty,1,52.01,2023-10-04
TXN013634,CUST00735,Fashion,5,359.77,2024-08-25
TXN013635,CUST01726,Fashion,4,136.87,2024-03-14
TXN013636,CUST00985,Sports,5,374.16,2024-02-02
TXN013637,CUST01588,Sports,5,259.7,2024-03-06
TXN013638,CUST01974,Electronics,4,320.1,2023-12-04
TXN013639,CUST01112,Fashion,5,125.38,2024-08-04
TXN013640,CUST01337,Sports,4,88.22,2023-10-27
TXN013641,CUST01875,Books,3,36.34,2023-04-07
TXN013642,CUST01090,Beauty,3,413.66,2023-03-05
TXN013643,CUST00662,Electronics,5,356.69,2023-09-13
TXN013644,CUST01044,Electronics,3,150.21,2023-04-29
TXN013645,CUST00033,Fashion,5,419.27,2023-11-20
TXN013646,CUST01864,Home & Kitchen,3,417.68,2023-06-27
TXN013647,CUST01817,Sports,5,73.19,2024-03-13
TXN013648,CUST00558,Electronics,2,358.28,2024-09-03
TXN013649,CUST00073,Beauty,1,149.68,2024-03-08
TXN013650,CUST01890,Electronics,3,236.26,2024-07-29
TXN013651,CUST00825,Beauty,4,217.92,2024-12-15
TXN013652,CUST01367,Home & Kitchen,1,302.09,2023-08-16
TXN013653,CUST01157,Fashion,5,176.83,2023-12-01
TXN013654,CUST01079,Home & Kitchen,1,41.26,2023-08-04
TXN013655,CUST00061,Fashion,4,337.96,2024-07-20
TXN013656,CUST01881,Electronics,4,480.48,2023-10-16
TXN013657,CUST01544,Home & Kitchen,5,335.59,2024-04-20
TXN013658,CUST00272,Sports,3,272.1,2024-11-10
TXN013659,CUST00246,Home & Kitchen,3,85.99,2023-09-17
TXN013660,CUST01200,Home & Kitchen,2,314.46,2023-07-23
TXN013661,CUST00628,Electronics,4,307.49,2023-05-20
TXN013662,CUST01341,Electronics,2,311.28,2023-10-29
TXN013663,CUST01807,Fashion,4,446.69,2024-10-21
TXN013664,CUST00705,Books,2,359.58,2024-09-21
TXN013665,CUST00662,Beauty,3,392.78,2023-08-01
TXN013666,CUST01155,Home & Kitchen,4,160.1,2024-07-07
TXN013667,CUST01126,Beauty,3,138.84,2023-03-10
TXN013668,CUST00310,Home & Kitchen,1,107.36,2024-03-20
TXN013669,CUST01806,Beauty,3,390.29,2023-05-19
TXN013670,CUST01316,Books,4,350.8,2023-09-09
TXN013671,CUST01746,Fashion,1,174.34,2023-07-16
TXN013672,CUST00495,Electronics,2,74.85,2024-12-20
TXN013673,CUST01385,Sports,5,424.1,2023-04-11
TXN013674,CUST00338,Beauty,4,195.22,2023-08-14
TXN013675,CUST00579,Electronics,5,98.93,2023-05-06
TXN013676,CUST00010,Home & Kitchen,5,76.48,2023-11-16
TXN013677,CUST00049,Home & Kitchen,1,460.24,2023-05-30
TXN013678,CUST01511,Beauty,2,69.43,2023-01-15
TXN013679,CUST00623,Beauty,3,183.04,2023-12-18
TXN013680,CUST01345,Sports,1,317.93,2024-04-25
TXN013681,CUST00731,Books,2,207.0,2024-09-02
TXN013682,CUST01593,Fashion,3,241.34,2023-03-09
TXN013683,CUST00795,Beauty,3,402.3,2024-09-23
TXN013684,CUST00971,Home & Kitchen,2,499.62,2024-04-02
TXN013685,CUST01649,Sports,3,236.27,2023-08-13
TXN013686,CUST00133,Sports,4,192.52,2023-11-28
TXN013687,CUST01607,Home & Kitchen,4,206.35,2023-07-08
TXN013688,CUST00083,Home & Kitchen,1,187.71,2023-09-08
TXN013689,CUST00057,Electronics,3,239.52,2023-12-01
TXN013690,CUST00376,Books,3,169.89,2023-04-09
TXN013691,CUST00349,Beauty,2,234.0,2024-11-18
TXN013692,CUST00271,Sports,4,473.0,2024-04-15
TXN013693,CUST01507,Beauty,5,146.68,2024-02-20
TXN013694,CUST00111,Home & Kitchen,1,327.68,2024-04-17
TXN013695,CUST00869,Books,4,246.03,2024-12-09
TXN013696,CUST00887,Electronics,2,367.54,2024-09-20
TXN013697,CUST00076,Sports,1,238.78,2024-03-17
TXN013698,CUST01182,Books,5,84.47,2024-02-29
TXN013699,CUST01556,Electronics,1,436.85,2023-07-25
TXN013700,CUST01957,Books,4,339.5,2024-03-07
TXN013701,CUST01667,Fashion,5,265.31,2024-12-18
TXN013702,CUST00329,Books,2,416.39,2024-07-07
TXN013703,CUST00122,Sports,1,488.21,2024-06-09
TXN013704,CUST00041,Electronics,4,207.65,2023-11-14
TXN013705,CUST01191,Fashion,2,179.77,2023-07-17
TXN013706,CUST00922,Electronics,5,378.03,2023-02-28
TXN013707,CUST00642,Home & Kitchen,1,230.03,2023-10-27
TXN013708,CUST01047,Beauty,3,47.46,2023-08-08
TXN013709,CUST00279,Fashion,4,180.44,2024-04-09
TXN013710,CUST00763,Sports,4,405.27,2023-09-09
TXN013711,CUST00469,Beauty,3,354.81,2023-07-18
TXN013712,CUST01424,Electronics,2,432.11,2023-09-06
TXN013713,CUST00009,Fashion,4,77.58,2023-04-16
TXN013714,CUST00013,Beauty,2,125.74,2024-03-15
TXN013715,CUST00924,Beauty,5,111.29,2024-04-29
TXN013716,CUST00923,Books,3,485.81,2023-11-10
TXN013717,CUST01843,Electronics,2,88.62,2024-04-21
TXN013718,CUST01856,Home & Kitchen,5,300.98,2024-10-01
TXN013719,CUST01076,Beauty,1,318.29,2023-04-02
TXN013720,CUST01233,Beauty,4,311.35,2023-03-24
TXN013721,CUST01574,Books,3,347.37,2023-03-19
TXN013722,CUST01636,Sports,1,244.54,2023-04-20
TXN013723,CUST01729,Beauty,1,46.43,2023-01-13
TXN013724,CUST01426,Electronics,1,352.11,2023-01-29
TXN013725,CUST01215,Electronics,2,144.15,2024-11-05
TXN013726,CUST01075,Fashion,4,42.56,2023-10-24
TXN013727,CUST01417,Books,3,89.04,2024-05-28
TXN013728,CUST00653,Electronics,4,147.17,2023-03-07
TXN013729,CUST01704,Beauty,4,219.06,2023-05-09
TXN013730,CUST01847,Beauty,4,431.36,2023-08-08
TXN013731,CUST00621,Fashion,5,270.57,2024-11-07
TXN013732,CUST01743,Beauty,5,238.62,2024-04-26
TXN013733,CUST01963,Home & Kitchen,5,99.67,2023-04-20
TXN013734,CUST01324,Electronics,5,479.84,2023-01-24
TXN013735,CUST01646,Home & Kitchen,4,454.72,2023-06-26
TXN013736,CUST00196,Home & Kitchen,4,408.96,2024-11-30
TXN013737,CUST00417,Sports,3,164.96,2023-04-22
TXN013738,CUST00664,Beauty,3,283.01,2023-12-15
TXN013739,CUST01444,Fashion,3,197.48,2024-04-26
TXN013740,CUST01779,Books,3,204.44,2023-09-09
TXN013741,CUST01664,Books,3,40.71,2024-09-21
TXN013742,CUST01641,Beauty,5,74.32,2024-04-25
TXN013743,CUST01546,Electronics,4,480.78,2024-07-03
TXN013744,CUST01380,Home & Kitchen,3,306.99,2023-05-11
TXN013745,CUST00148,Beauty,2,8.12,2023-06-06
TXN013746,CUST01001,Electronics,3,405.55,2023-10-14
TXN013747,CUST01389,Sports,3,48.09,2024-08-28
TXN013748,CUST00364,Fashion,4,355.54,2023-12-27
TXN013749,CUST01995,Beauty,5,312.32,2023-05-31
TXN013750,CUST01676,Fashion,1,36.16,2023-06-25
TXN013751,CUST01726,Books,4,267.81,2023-06-15
TXN013752,CUST00402,Fashion,5,28.48,2024-09-25
TXN013753,CUST00606,Home & Kitchen,2,36.87,2024-11-23
TXN013754,CUST01516,Sports,1,30.33,2024-11-19
TXN013755,CUST00229,Electronics,5,131.44,2024-11-04
TXN013756,CUST01599,Sports,5,401.88,2024-08-22
TXN013757,CUST01876,Beauty,4,184.42,2023-06-02
TXN013758,CUST00537,Electronics,5,321.57,2023-09-11
